utterance,paraphrase,list_of_slots,intent
Will there be  wind  in the  District Of Columbia ?,Will there be wind across the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What will the weather be like in the Iñao National Park and the Integrated Management Nature Reserve?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What is the weather like in the Iñao National Park and the Integrated Management Nature Reserve?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What will the weather be like in the Iñao National Park and the Integrated Management Nature Area?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What is the weather like in the Iñao National Park and the Integrated Management Nature Area?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What will the weather be like in Iñao National Park and Integrated Management Nature Reserve?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What is the weather like in Iñao National Park and Integrated Management Nature Reserve?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,How will the weather be in the Iñao National Park and the Integrated Management Nature Reserve?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,How will the weather be in the Iñao National Park and the Integrated Management Nature Area?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What will the weather be like in Iñao National Park and the Integrated Management Nature Reserve?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What will the weather be in the  Iñao National Park and Integrated Management Natural Area ?,What will the weather be like in the Iñao National Park and Integrated Management Nature Reserve?,['Iñao National Park and Integrated Management Natural Area || geographic_poi'],GetWeather
What's the weather in the  current place ?,What is the weather like at the current location?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What is the weather like in the current place?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What is the weather like at the current place?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What is the weather like in the current location?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What's the weather like at the current location?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,How is the weather at the current location?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What's the weather like in the current place?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What's the weather like at the current place?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,How is the weather at the current place?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What's the weather like in the current location?,['current place || current_location'],GetWeather
What is the weather forecast  nearby   here,What is the weather forecast in the vicinity here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,What does the weather forecast in the vicinity look like here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,What is the weather forecast in the vicinity?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,What is the weather forecast here in the vicinity?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,What's the weather forecast in the vicinity here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,What does the weather forecast look like in the vicinity here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,How does the weather forecast in the vicinity look like here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,What's the weather forecast in the vicinity?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,How does the weather forecast look in the vicinity here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,How is the weather forecast in the vicinity here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
I need the weather for  Laos,I need the weather for Laos,['Laos || country'],GetWeather
I need the weather for  Laos,I need the weather in Laos,['Laos || country'],GetWeather
I need the weather for  Laos,I Need the Weather for Laos,['Laos || country'],GetWeather
I need the weather for  Laos,I need the weather for Laos.,['Laos || country'],GetWeather
I need the weather for  Laos,I Need The Weather For Laos,['Laos || country'],GetWeather
I need the weather for  Laos,I need the Weather for Laos,['Laos || country'],GetWeather
I need the weather for  Laos,I Need the Weather For Laos,['Laos || country'],GetWeather
I need the weather for  Laos,I need the weather in Laos.,['Laos || country'],GetWeather
I need the weather for  Laos,I Need Weather for Laos,['Laos || country'],GetWeather
I need the weather for  Laos,I need weather for Laos,['Laos || country'],GetWeather
Will it be  warmer  in  Flag ?,Will it get warmer this week?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Is it getting warmer this week?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Will it get warmer in the coming days?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Is it getting warmer in Flag?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Is it getting warmer in the US?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Will it get warmer in Flag?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Will it get warmer in the coming week?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Is it getting warmer in London?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Will it get warmer in the coming weeks?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
Will it be  warmer  in  Flag ?,Is it going to get warmer this week?,"['warmer || condition_temperature', 'Flag || city']",GetWeather
I need the weather  close-by  in  MS,I need the weather near MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather in the vicinity of MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather close to MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather in the vicinity of MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather in the proximity of MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I Need the Weather Near MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather in the vicinity of MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather in the area of MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather near MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the weather to be near MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
Will it be  hot  in the  current place ?,Will it get hot at the moment?,"['hot || condition_temperature', 'current place || current_location']",GetWeather
Will it be  hot  in the  current place ?,Is it going to get hot at the moment?,"['hot || condition_temperature', 'current place || current_location']",GetWeather
Will it be  hot  in the  current place ?,Will it get hot at this point?,"['hot || condition_temperature', 'current place || current_location']",GetWeather
Will it be  hot  in the  current place ?,Is it going to get hot at this point?,"['hot || condition_temperature', 'current place || current_location']",GetWeather
